entry_date,exit_date,entry_price,exit_price,position,pnl,entry_date_clipped,exit_date_clipped,pnl_pct
2025-09-16,2025-09-16,215.23502,214.80498,1,-0.9300399999999911,2025-09-16,2025-09-16,-0.19980019980019567
