entry_date,exit_date,entry_price,exit_price,position,pnl,entry_date_clipped,exit_date_clipped,pnl_pct
2025-09-11,2025-09-16,220.20998999999998,214.80498,1,-5.905009999999976,2025-09-11,2025-09-16,-2.4544799261831747
