entry_date,exit_date,entry_price,exit_price,position,pnl,entry_date_clipped,exit_date_clipped,pnl_pct
2025-05-05,2025-09-16,186.64646,214.80498,1,27.65852000000001,2025-09-08,2025-09-16,15.086554548101267
